restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount;totalReviews;picturesLinksArray;collegeScore;dateScore;wineScore;beerScore;longitute;latitude;fullAddress
Asi-_-GTsHUj1AztgQqodA;Local West;Local West - Hell's Kitchen - New York, NY;96;2,5;Nightlife, Bars, Restaurants, American (Traditional), METADATA;1 Penn Plz 33rd St & 8th Ave New York, NY 10119 Neighborhoods: Hell's Kitchen, Midtown West;;No;Yes;;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;No;Late Night, Dinner;Full Bar;Average;Touristy, Casual;Yes;No;No;http://www.localcafenyc.com;(212) 629-7070;8;419;['https://s3-media0.fl.yelpcdn.com/bphoto/qHUhtdPVXovoxidaMPm8iA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/IPUHCXZ_GUnXrhrJRhdfyg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/M00ONf6P30cAf6ZDYNixXA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/_gXGyIzOJ4HcOif4cLwHHA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/psDoqW2etErCazmwDnxZjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/UXMIGaDahEh9mcmtO2PwkQ/l.jpg'];0.00954653937947494;0.007159904534606206;0.016706443914081145;0.22673031026252982;-73.82552714447615;40.78465765;International Union Of Operating Engineers - Local 30, 16-16, Whitestone Expressway - Service Road West, Queens, City of New York, New York, 11357, United States
9oyE5T8P3YfTYjKrOn-i3w;Rosie O'grady's;Rosie O'grady's - Midtown West - New York, NY;84;2,5;Nightlife, Bars, Restaurants, Irish, METADATA;800 7th Ave (between 52nd St & 53rd St) New York, NY 10019 Neighborhoods: Midtown West, Theater District;;No;Yes;Street;Casual;Yes;$$$;Yes;;No;Yes;No;;Dinner;Full Bar;Average;;;;;http://rosieogradys.com;(212) 582-2975;18;595;['https://s3-media0.fl.yelpcdn.com/bphoto/8me_djuDfX0wphBIYJdk_g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/mkIJmDTvyrNavy75A_7b_A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/kKb_sFzAWsD7vmoF7upA2g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/bA-Tna-3xHu6-uB-kcKQQA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fnQJB_nwvw8uG5BFbx9sqg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/A8el2iIaGNLXbZDQZ-RhvA/l.jpg'];0.0033613445378151263;0.0067226890756302525;0.06554621848739496;0.06050420168067227;-73.9824969;40.7625486;Rosie O'Grady's Saloon, 800, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States
rGBFrgp-_Pm2rYaDHmPyag;Marie's Crisis;Marie's Crisis - West Village - New York, NY;144;4;Nightlife, Bars, Gay Bars, Arts & Entertainment, Music Venues, METADATA;59 Grove St (between Bleecker St & S 7th Ave) New York, NY 10014 Neighborhood: West Village;;No;No;Street;;Yes;$;;;;;No;;;Full Bar;Very Loud;Casual;No;;No;;(212) 243-9323;17;423;['https://s3-media0.fl.yelpcdn.com/bphoto/DfGhuIlIB2HQXReU4mAMWQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gLiVB48DnXhFTOow87j2uQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/whUiWgCHcD6PhsVlXAK-6A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/eLfMpTW2PzemBMT9gzuQeQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/6KDLL1r3UL5-p9Ip_lJaJQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fVLOhI33FB0kkSgUl6VmLA/l.jpg'];0.0070921985815602835;0.02127659574468085;0.016548463356973995;0.04728132387706856;-74.0033643;40.7332046;Marie's Crisis Cafe, Grove Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States
kDJbzzmCEjFbyDQ-lSygvw;Fresh Salt;Fresh Salt - South Street Seaport - New York, NY;118;4;Nightlife, Bars, Restaurants, American (New), METADATA;146 Beekman St (between Front St & South St) New York, NY 10038 Neighborhood: South Street Seaport;Mon-Sun 10 am - 4 am;No;Yes;Street;Casual;Yes;$;No;No;Yes;Yes;Yes;;Lunch;Full Bar;Average;Casual;No;Yes;Yes;http://www.freshsalt.com;(212) 962-0053;7;425;['https://s3-media0.fl.yelpcdn.com/bphoto/rgUapzpbX-dSGoFywGkdrA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/CyO4UNLZgdqVyBB7pl7xVQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gO5IGZHz_ExS3Ru9BQGJUA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/m2sK0SZSSqLXBfRpx6CYTw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/3C4uI3kslk9clpWY4XYl3Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/GLqY7E13sm0mOVuCxzDjAg/l.jpg'];0.004705882352941176;0.01647058823529412;0.03529411764705882;0.09647058823529411;-74.0024625;40.7070752;Fresh Salt, Beekman Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States
JeCtYANe0eqW8xe1SN3lWg;Mad For Chicken;Mad For Chicken - Midtown West - New York, NY;123;4;Restaurants, Chicken Wings, Nightlife, Bars, METADATA;314 5th Ave 2nd Fl (between 31st St & 32nd St) New York, NY 10001 Neighborhoods: Midtown West, Koreatown;Mon-Tue 11:30 am - 1 am Wed-Fri 11:30 am - 2 am Sat-Sun 5 pm - 2 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;No;Dinner;Full Bar;Loud;Trendy;Yes;;;http://madforchicken.com/;(212) 714-9700;6;2146;['https://s3-media0.fl.yelpcdn.com/bphoto/K463KlGa5IodHHssKd6Eew/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/wWR7mlfUi1-3aLpyrG0TQQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/U2eJKi49A-zfaORre8HRIg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/iEtPeMwSzDiBYk9mkw7aSw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/WtnbI1mzhjXzgrP7guHokQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/C2a1qPjtIXzAvUAX4PbJKw/l.jpg'];0.001863932898415657;0.027958993476234855;0.0027958993476234857;0.17847157502329916;-73.9912575;40.6857827;Mad For Chicken, Smith Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11231, United States
jFOq3IA_JZMwQsXEpikmeQ;Fish Bar;Fish Bar - East Village - New York, NY;47;4;Restaurants, Nightlife, Bars, METADATA;237 E 5th St (between 2nd Ave & Cooper Sq) New York, NY 10003 Neighborhood: East Village;;No;No;Street;Casual;Yes;$;No;No;No;No;No;No;Late Night;Full Bar;Loud;;No;No;No;;(212) 475-4949;3;83;['https://s3-media0.fl.yelpcdn.com/bphoto/ZImTVhhW1ZJVWeq3UyjdNg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/hgzHgtVag6-KHUmeAzgqjw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/bLgvwwiNPl9Wuq14VOOB0A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/AtYTjqKP8ye14Zys5tBcjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ug860spJ5LaisBdc1AI1oQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/xjYVLIh9CQF22QglOKraNg/l.jpg'];0.024096385542168676;0.012048192771084338;0.012048192771084338;0.18072289156626506;-73.9894463;40.727095;Fish Bar, East 5th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States
vf-5-9SA-2Yd0R7q4cI-wg;Turks & Frogs;Turks & Frogs - West Village - New York, NY;79;4;Nightlife, Bars, Wine Bars, Restaurants, Turkish, METADATA;323 W 11th St (between Greenwich St & Washington St) New York, NY 10014 Neighborhood: West Village;Mon-Thu, Sun 5 pm - 4 am Fri-Sat 4 pm - 4 am;No;Yes;Street;Casual;No;$$;No;No;No;Yes;No;;Late Night;;Quiet;;No;No;Yes;http://www.turksandfrogs.com;(212) 691-8875;3;139;['https://s3-media0.fl.yelpcdn.com/bphoto/qEmB1fGM69zexiKnHaeaIg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/s5ry0Qnx5e9EnxyndA8dLA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/CxVKLIGwGytZhIeomo9Hyw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/tGxtthqqr8HDAXDzLx9ghg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/yW-6u5EGBQyCvz3KwPXytg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/gBlWCvP6UAOocDd6krePaQ/l.jpg'];0.0;0.3669064748201439;0.7266187050359713;0.02158273381294964;-74.0073406;40.7357449;Turks and Frogs, 323, West 11th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States
-egltOQhAdo1kWlPSJfmvA;The Tippler;The Tippler - Chelsea - New York, NY;114;4;Nightlife, Bars, METADATA;425 W 15th St (between 10th Ave & 9th Ave) New York, NY 10011 Neighborhoods: Chelsea, Meatpacking District;;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Loud;Trendy;No;;;http://thetippler.com/;(212) 206-0000;5;702;['https://s3-media0.fl.yelpcdn.com/bphoto/GatYr4Z9wWcACfDQzlcAnA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/MpRd5N-4Q1dNYcBa8M6eSA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/q9QIFgsCkwYs4EmqrRaAOw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Oh4HIHs6rxtG89yV1sQCjQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/8kxvPOqTIVcMdajOvMIpVw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/GAisHXnOP6QEHN-wPNvTJA/l.jpg'];0.009971509971509971;0.06267806267806268;0.0584045584045584;0.10826210826210826;-74.0065847;40.7424693;The Tippler, 425, West 15th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States
uFRbWHqcD3mh5HX_vkQm8A;Drop Off Service;Drop Off Service - East Village - New York, NY;165;4;Nightlife, Bars, METADATA;211 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Casual;Yes;;Yes;;(212) 260-2914;10;309;['https://s3-media0.fl.yelpcdn.com/bphoto/hzvfrndtYLz7OicnKFIm2A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/2zksjhQErhScPNLGjq-dvw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BO4UizvJA9VFliQzNBXDcg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BDylPsknKCvM5uZ0rkubEQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/8OibtxdcBl_B4KkZBzZLWQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/0hhIDYtv2k0akxzdXWW6uw/l.jpg'];0.0;0.032362459546925564;0.022653721682847898;0.4174757281553398;-73.9809089;40.7299726;Drop-Off Service, 211, Avenue A, Alphabet City, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States
qD7Ttf8FSL6bplLBwjvXXg;Finnegan's Wake;Finnegan's Wake - Yorkville - New York, NY;37;3,5;Restaurants, Nightlife, Bars, Pubs, METADATA;1361 1st Ave (between 72nd St & 73rd St) New York, NY 10021 Neighborhoods: Yorkville, Upper East Side;;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;Yes;;Late Night, Dinner;Full Bar;Average;Casual;Yes;No;No;http://www.finneganswakenyc.com/;(212) 737-3664;6;128;['https://s3-media0.fl.yelpcdn.com/bphoto/KMTSu1ZKAkuKVYWW9MCkAw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/OdHBWMfnKbvb31VLmLzVLA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/02GtCHFYavgzCooMy5CtqQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fKNFDL8WNHz4_ktpQjnZkQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/fHmr5nzTRaxtvc7eLkWMcw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-y-_xNQbpj7EU_XQGXV8zQ/l.jpg'];0.015625;0.015625;0.0;0.1328125;-73.9556375;40.7686775;Finnegan's Wake Pub, 1361, 1st Avenue, Lenox Hill, Manhattan, New York County, City of New York, New York, 10021, United States
kRuWQS_e9G87fCqelpMEFA;East End Bar & Grill;East End Bar & Grill - Yorkville - New York, NY;48;3,5;Nightlife, Bars, Sports Bars, METADATA;1664 1st Ave (between 86th St & 87th St) New York, NY 10028 Neighborhoods: Yorkville, Upper East Side;Mon-Sun 11:30 am - 4 am;;Yes;Street;;Yes;$$;;;;;;;;Full Bar;Loud;Casual;Yes;;Yes;http://www.EastEndBar.com;(212) 348-3783;17;219;['https://s3-media0.fl.yelpcdn.com/bphoto/JnP33XP0gvVRazj5UBAsEA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/wSP9mkaaTxzjRYUv7pHkig/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/VcZjs2rW5DPW-kidDPMccQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/QFPr0hX8t4MuDU4Ai4xOag/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1UZwUKn_s_ZlbV3g7KtGjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/_ZFBacdAH5PO0SHUd6tCGw/l.jpg'];0.0365296803652968;0.0045662100456621;0.0091324200913242;0.2511415525114155;-73.9506306;40.7837376;East End Bar & Grill, 1672, 3rd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10035, United States
rVwQcrogYw-O2SsAk51iYA;Bemelmans Bar;Bemelmans Bar - Upper East Side - New York, NY;92;4;Nightlife, Bars, Lounges, METADATA;Carlyle Hotel 35 E 76th St New York, NY 10021 Neighborhood: Upper East Side;Mon-Sun 12 pm - 12:30 am;;Yes;Street;;Yes;$$$$;;;;;No;;;Full Bar;Average;Classy;No;;No;http://www.rosewoodhotels.com/en/c…;(212) 744-1600;16;346;['https://s3-media0.fl.yelpcdn.com/bphoto/3E2gk93_xYcBrK9v9M742w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/h9I5iHYVIdHlTvW-rgpPIQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/HOsTW2wp3jmUDmVaRGvfUg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JNyP4k04u59qCIVhLXN6JQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/tpCze8HcuB_SoEVNW6OaEw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/p8WRVBmBFtib2T7S10JitQ/l.jpg'];0.002890173410404624;0.08092485549132948;0.05491329479768786;0.014450867052023121;-73.962989;40.7742561;Bemelmans Bar, 35, East 76th Street, Upper East Side, Manhattan, New York County, City of New York, New York, 10021, United States
DpZBA0-f7Um9lvnp1zZM2A;Earl's Beer & Cheese;Earl's Beer & Cheese - East Harlem - New York, NY;151;4,5;Nightlife, Bars, Restaurants, Comfort Food, Food, Beer, Wine & Spirits, METADATA;1259 Park Ave (between 97th St & 98th St) New York, NY 10029 Neighborhood: East Harlem;Mon-Tue 4 pm - 12 am Wed-Thu, Sun 11 am - 12 am Fri-Sat 11 am - 2 am;;No;Street;;No;$$;;;;;No;;;Beer & Wine Only;Loud;Hipster, Casual;No;;;;(212) 289-1581;16;626;['https://s3-media0.fl.yelpcdn.com/bphoto/SPvjAg9JRDISRvJQzAFdLg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/X5CcBkUsdIemty8TkHMZUQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/XBshjpDIrfRSN6m5VrkgFQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/YCyksQNyL7mK3cawKGi4oQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-vbn1hj4Gbc0kXJqWznpDg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/E9qjAEHses4gapZGDtFxyA/l.jpg'];0.003194888178913738;0.027156549520766772;0.07987220447284345;0.7364217252396166;-73.9516565;40.7873339;Earl's Beer & Cheese, 1259, Park Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States
wE7xOQGyTlbtKlWLQlaXhA;Weather Up;Weather Up - TriBeCa - New York, NY;57;3,5;Nightlife, Bars, METADATA;159 Duane St (between Broadway & Hudson St) New York, NY 10013 Neighborhood: TriBeCa;Mon-Sun 5 pm - 2 am;;Yes;Street;;No;$$$;;;;;No;;;Full Bar;Average;Classy, Trendy;No;;Yes;http://weatherupnyc.com/;(212) 766-3206;5;171;['https://s3-media0.fl.yelpcdn.com/bphoto/XeD20bIQaIs3IFm14gmWpw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/BIaX41yA6flKzDhJLahHMg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/tZyaE2RT320ZNa6w2ewLjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7vKVZvUhQVoHN5N6SOAwjw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/W9F6T3Iit5qODO4LUzyaFw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1B-QJaaiJzlX2Hm1uUymXw/l.jpg'];0.0;0.14619883040935672;0.05847953216374269;0.04678362573099415;-73.9678472;40.6798923;Weather Up, Vanderbilt Avenue, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11238, United States
6qnWAPjJ7UER4QLCtotyBw;Amor y Amargo;Amor y Amargo - East Village - New York, NY;93;4,5;Nightlife, Bars, METADATA;443 E 6th St (between Avenue A & 1st Ave) New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Wed, Sun 5 pm - 11 pm Thu 5 pm - 12 am Fri-Sat 5 pm - 1 am;;Yes;Street;;No;$$;;;;;No;;;Full Bar;Average;Intimate;No;;;http://www.amoryamargo.com;;3;501;['https://s3-media0.fl.yelpcdn.com/bphoto/oeCj2dKwgBXYEumN6JbdOg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/H1J43_EOPxUg7N_B-Qgc_g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-fMxpAeK5nDHlkEO6XqA-A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1SDZ7b43Pa442fmjL24VHQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/-SbhHQdkcvAtEfSmGlQnDA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/zWERRH6CqSajPxVRW8Q5AA/l.jpg'];0.003992015968063872;0.0718562874251497;0.011976047904191617;0.013972055888223553;-73.9583554;40.7105361;Amor y Amargo, 188, Havemeyer Street, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States
DzlCEhXW6OadK6ETcmJpwQ;67 Orange Street;67 Orange Street - Harlem - New York, NY;72;3,5;Nightlife, Bars, Lounges, METADATA;2082 Frederick Douglas Blvd New York, NY 10026 Neighborhood: Harlem;Mon-Tue, Sun 6 pm - 12 am Wed-Thu 6 pm - 2 am Fri-Sat 6 pm - 4 am;;Yes;Street;;No;$$$;;;;;No;;;Full Bar;Average;Trendy, Intimate;No;;No;http://www.67orangestreet.com;(212) 662-2030;31;426;['https://s3-media0.fl.yelpcdn.com/bphoto/7f6h6Zn0zqOAj7XUSEQ0zA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JKuQ5Vn_JAEBmmoWiLxY7A/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1b7ScwX7ahwXawT9WYHNnw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/70TeswoIqmP9qzTSkpunHQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/ShMolO8cSt-D7j1fTx6wCg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/WWLpBOuIoO8uix_yJSWtCA/l.jpg'];0.0;0.06807511737089202;0.01643192488262911;0.03051643192488263;-73.9567108;40.8022415;67 Orange Street, Frederick Douglass Boulevard, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10039, United States
eVBVn6bjwl_mMLxN-35_6w;Hotel Chantelle;Hotel Chantelle - Lower East Side - New York, NY;176;3;Restaurants, French, Nightlife, Bars, METADATA;92 Ludlow St (between Broome St & Delancey St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sat 6 pm - 4 am;No;Yes;Garage, Street;Dressy;Yes;$$$;Yes;No;No;Yes;Yes;Free;Late Night;Full Bar;Loud;Trendy;No;No;Yes;http://hotelchantelle.com;(212) 254-9100;16;1483;['https://s3-media0.fl.yelpcdn.com/bphoto/AsKzBSxeqcb7MDFHuH6zjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/w71rJWol9Ld_0En0WP-dyQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/9l3aOojStrWI6ZzryYXG2w/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/5eYH0yL5LCKUIDy-ktkC3Q/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/pLUcJTaaFIV4IuRmTbCKRw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/LlMevHGIee4ndgC2VOWatw/l.jpg'];0.006743088334457181;0.037086985839514496;0.023600809170600135;0.02157788267026298;-73.9890541;40.7184164;Hotel Chantelle, 92, Ludlow Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States
VUdvW8ZinhWc_8CZHgfLkw;Big Bar;Big Bar - East Village - New York, NY;70;4;Nightlife, Bars, METADATA;75 E 7th St (between 1st Ave & 2nd Ave) New York, NY 10003 Neighborhood: East Village;Mon-Thu, Sun 5 pm - 2 am Fri-Sat 5 pm - 4 am;;No;Street;;No;$$;;;;;No;;;Full Bar;Quiet;Hipster, Casual, Intimate;No;;Yes;;(212) 777-6969;5;87;['https://s3-media0.fl.yelpcdn.com/bphoto/Cn64rukSCtlrBrx-iVLcjA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/EkARUVld2jMWHJlzw2bW3g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/a2jzpOk5B8Y_GRR7zowLkQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/cUS4Sl0AmrsFuy2ZqkU-WA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/TDLPSzmEOm49shD7rarMEA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/xcMWsdJsLTDci35J58brMA/l.jpg'];0.022988505747126436;0.13793103448275862;0.011494252873563218;0.13793103448275862;-73.9918207;40.7472543;Pioneers Bar NYC, 138, West 29th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10001, United States
ubjgMch7fGLJNW60M2xilg;Dive Bar;Dive Bar - Upper West Side - New York, NY;166;3,5;Nightlife, Bars, Dive Bars, Restaurants, American (Traditional), METADATA;732 Amsterdam Ave (between 95th St & 96th St) New York, NY 10025 Neighborhood: Upper West Side;;No;Yes;Street;Casual;Yes;$$;No;Yes;Yes;Yes;Yes;Free;Late Night, Dinner;Full Bar;Average;Divey, Casual;Yes;No;Yes;http://www.divebarnyc.com;(212) 749-4358;14;503;['https://s3-media0.fl.yelpcdn.com/bphoto/TcHk7nm012u1YQfmZsE4DA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/JkKti4wQmDTF_QfNxXaKjg/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/8A6IPaPA0HqrtHEoYr_YlA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/Lsgz3DBTfdgZyFycKs3hbA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/1mFIn2Y3Qs43hHj5jaZZWQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/UWZnPIblC5uTcGRP4H5zKQ/l.jpg'];0.017892644135188866;0.005964214711729622;0.02584493041749503;0.5029821073558648;-73.9706986;40.7939241;Dive Bar, 732, Amsterdam Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States
zzVeJukpmXchLTQQhxzQjQ;Blondies;Blondies - Upper West Side - New York, NY;178;3,5;Nightlife, Bars, Sports Bars, Restaurants, METADATA;212 W 79th St (between Amsterdam Ave & Broadway) New York, NY 10024 Neighborhood: Upper West Side;Mon, Sun 11:30 am - 12 am Tue 11:30 am - 12:30 am Wed 11:30 am - 1 am Thu 11:30 am - 2 am Fri-Sat 11:30 am - 3 am;No;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;Late Night, Dinner;Full Bar;Loud;Casual;Yes;Yes;No;http://www.blondiessports.com;(212) 362-4360;24;497;['https://s3-media0.fl.yelpcdn.com/bphoto/xNtHa4LrHOILL4OuFYGq0g/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/V484Af34CK8LgJ_c2tc1CQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/A0-GKe6lGCQ59aIfZeCNXA/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/GLFYN4vwSTjNXLiy9frtjw/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/pVkh3VCq3hElem-vPTgPpQ/l.jpg', 'https://s3-media0.fl.yelpcdn.com/bphoto/7pqnQxBOud6YUK8RxJ0bFA/l.jpg'];0.030181086519114688;0.008048289738430584;0.008048289738430584;0.1891348088531187;-73.9766124;40.781866;blondies, West 78th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10024, United States
