restaurantID;name;location;reviewCount;rating;categories;address;Hours;GoodforKids;AcceptsCreditCards;Parking;Attire;GoodforGroups;PriceRange;TakesReservations;Delivery;Takeout;WaiterService;OutdoorSeating;WiFi;GoodFor;Alcohol;NoiseLevel;Ambience;HasTV;Caters;WheelchairAccessible;webSite;phoneNumber;filReviewCount
Fyrw-Vcs9krhRx7pGrPdtQ;Cornerstone Tavern;Cornerstone Tavern - Midtown East - New York, NY;71;3,5;Restaurants, American (Traditional), Nightlife, Bars, Sports Bars, Karaoke, METADATA;961 2nd Ave (between 50th St & 51st St) New York, NY 10022 Neighborhood: Midtown East;Mon-Sat 11 am - 4 am Sun 12 pm - 4 am;No;Yes;Garage, Street;Casual;Yes;$$;No;No;Yes;Yes;Yes;Free;Late Night, Dinner;Full Bar;Average;Casual;Yes;Yes;Yes;http://www.cornerstonetavern.com/;(212) 888-7403;14
3LnK_vfy0qNXE912ho4HdA;Respite;Respite - Midtown East - New York, NY;118;4;Restaurants, Modern European, American (New), Nightlife, Bars, Wine Bars, METADATA;247 E 50th St (between 3rd Ave & 2nd Ave) New York, NY 10022 Neighborhood: Midtown East;;No;Yes;Street;Casual;Yes;$$$;Yes;No;No;Yes;No;No;Dinner;Full Bar;Average;Trendy, Intimate;No;Yes;No;http://restaurantrespite.com/;(212) 755-2470;35
bvba7OYmEvcO8kOEez35gw;Charles Hanson's 169 Soul Jazz Oyster Bar;Charles Hanson's 169 Soul Jazz Oyster Bar - Lower East Side - New York, NY;153;3,5;Nightlife, Bars, Restaurants, American (Traditional), METADATA;169 E Broadway (between East Broadway & Pike St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sun 1 pm - 4 am;No;Yes;Street;Casual;Yes;$;Yes;No;No;Yes;No;Free;Late Night;Full Bar;Average;Hipster, Divey, Casual;Yes;No;No;http://www.169barnyc.com/cmsmadesi…;(646) 833-7199;15
rtPcZdamTEYkUtCVi_Cr-Q;BAK Korean Anju & Craft Beer;BAK Korean Anju & Craft Beer - CLOSED - Greenwich Village - New York, NY;39;3;Restaurants, Korean, Nightlife, Bars, Pubs, METADATA;11 E 13th St (between 5th Ave & University Pl) New York, NY 10003 Neighborhoods: Greenwich Village, Union Square;;No;Yes;;Casual;Yes;$$;Yes;Yes;Yes;Yes;No;No;;Full Bar;Average;Casual;Yes;;Yes;;(212) 206-0166;2
5di_DYnISnUtTpgNh1SrSg;Winebar;Winebar - East Village - New York, NY;154;3,5;Nightlife, Bars, Wine Bars, Restaurants, Tapas Bars, METADATA;65 2nd Ave (between 3rd St & 4th St) New York, NY 10003 Neighborhood: East Village;Mon-Wed 2 pm - 12 am Thu 1 pm - 1 am Fri-Sat 1 pm - 3 am Sun 1 pm - 12 am;No;Yes;Street;Casual;Yes;$$;No;No;No;Yes;Yes;;Late Night, Dinner;Beer & Wine Only;Average;Romantic;No;;Yes;http://www.winebarnyc.com/;(212) 777-1608;8
BEhcGGdLCNNR3E6xmkssWg;Raccoon Lodge;Raccoon Lodge - TriBeCa - New York, NY;56;3,5;Nightlife, Bars, Dive Bars, METADATA;59 Warren St (between Broadway & Church St) New York, NY 10007 Neighborhood: TriBeCa;Mon-Sat 11 am - 4 am Sun 3 pm - 4 am;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Divey;Yes;;Yes;http://raccoonlodgenyc.com/;(212) 227-9894;4
aLmJBxhK5BNTNu4UJ8c-hQ;Sorella;Sorella - Lower East Side - New York, NY;121;4;Restaurants, Italian, Nightlife, Bars, Wine Bars, METADATA;95 Allen St New York, NY 10002 Neighborhood: Lower East Side;Tue-Sat 6 pm - 2 am Sun 5:30 pm - 12 am;No;Yes;Street;Casual;Yes;$$$;Yes;No;No;Yes;No;No;Dinner;Full Bar;Average;Hipster, Romantic;No;No;Yes;http://www.sorellanyc.com;(212) 274-9595;14
CcRRtvSDYUqOFfLysZYhwg;Knife + Fork;Knife + Fork - CLOSED - East Village - New York, NY;60;4;Nightlife, Bars, Wine Bars, METADATA;108 E 4th St (between 11th St & 2nd Ave) New York, NY 10003 Neighborhood: East Village;;;Yes;Street;;No;$$$;;;;;No;;;Full Bar;;;;;;http://www.knife-fork-nyc.com;(212) 228-4885;12
ESREfCxyY9A1Wetnk47xJQ;Duke's;Duke's - Midtown East - New York, NY;126;3;Restaurants, American (Traditional), Burgers, Nightlife, Bars, Sports Bars, METADATA;560 3rd Ave (at 37th St) New York, NY 10016 Neighborhoods: Midtown East, Murray Hill;Mon-Wed 12 pm - 12 am Thu-Fri 12 pm - 1 am Sat-Sun 11:30 am - 12 am;Yes;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;Free;Lunch, Dinner;Full Bar;Average;Casual;Yes;Yes;No;http://www.dukesnyc.com;(212) 949-5400;31
S37Fd4Jrwuv6R1DukmlqSQ;Khyber Pass Restaurant;Khyber Pass Restaurant - East Village - New York, NY;166;3,5;Restaurants, Afghan, Nightlife, Bars, Hookah Bars, METADATA;34 St. Marks Pl (between Cooper Sq & Astor Pl) New York, NY 10003 Neighborhood: East Village;Mon-Thu 4 pm - 2 am Fri-Sat 1 pm - 3 am Sun 1 pm - 2 am;No;Yes;Street;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;No;Dinner;Beer & Wine Only;Average;Casual, Intimate;No;No;No;http://orderKhyberPass.com;(212) 473-0989;20
CkqOdX64U7DrRvnfh_5HnQ;123 Burger Shot Beer;123 Burger Shot Beer - Hell's Kitchen - New York, NY;373;3;Restaurants, Burgers, Nightlife, Bars, Sports Bars, Pubs, METADATA;738 10th Ave (between 50th St & 51st St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;Mon-Sun 11 am - 4 am;No;Yes;Street;Casual;Yes;$;No;No;Yes;Yes;Yes;No;Late Night;Full Bar;Loud;Casual;Yes;No;Yes;http://www.123burgershotbeer.com;(212) 315-0123;83
H3yngaYc0esyW0VsAxXxtg;Taj Lounge;Taj Lounge - Flatiron - New York, NY;185;3;Nightlife, Bars, Lounges, Restaurants, Indian, Event Planning & Services, Venues & Event Spaces, METADATA;48 W 21st St (between 5th Ave & Broadway) New York, NY 10010 Neighborhood: Flatiron;;No;Yes;Street;Dressy;Yes;$$$;Yes;No;No;Yes;No;No;Late Night;Full Bar;Very Loud;Trendy, Upscale;Yes;Yes;Yes;http://www.tajlounge.com;(212) 620-3033;53
Y6xb13btUsmTGbMfCqRyuw;Glass;Glass - CLOSED - Chelsea - New York, NY;30;3;Nightlife, Bars, Lounges, Dance Clubs, METADATA;287 10th Ave (between 26th St & 27th St) New York, NY 10001 Neighborhood: Chelsea;;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Very Loud;;;;No;http://www.glassloungenyc.com;(212) 904-1580;0
vAJMdGGLf_JVt1BRKxkksQ;Hachi Modern Japanese Restaurant & Lounge;Hachi Modern Japanese Restaurant & Lounge - Lower East Side - New York, NY;39;4;Restaurants, Japanese, Nightlife, Bars, Lounges, METADATA;185 Orchard St (between Houston St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;Tue-Wed 4:30 pm - 12 am Thu-Sat 4:30 pm - 2 am Sun 12 pm - 11 pm;No;Yes;Street;Casual;Yes;$$$;Yes;;Yes;Yes;No;No;Dinner;Full Bar;Loud;Trendy;No;No;;http://www.hachinyc.com;(212) 228-0880;13
KgkUDzT5xR6nBbhkwWP9Dw;Landbrot Bakery & Bar;Landbrot Bakery & Bar - Lower East Side - New York, NY;7;4;Food, Bakeries, Nightlife, Bars, Dive Bars, METADATA;185 Orchard St (between Houston St & Stanton St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Sun 4 pm - 2 am;;Yes;;;;$$;;;;;No;;;Beer & Wine Only;Quiet;;No;;;http://www.landbrotbakery.com/;(212) 260-2900;2
P5bfl9L2kCukLWqEnyGrtw;Bar Luna;Bar Luna - CLOSED - Upper West Side - New York, NY;55;3,5;Nightlife, Bars, Wine Bars, METADATA;511 Amsterdam Ave (between 84th St & 85th St) New York, NY 10024 Neighborhood: Upper West Side;;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Average;Romantic;Yes;;Yes;;(212) 362-1098;12
UcxL8SNtihoVsS4FytiVAA;Taqueria Lower East Side;Taqueria Lower East Side - Lower East Side - New York, NY;160;4;Restaurants, Mexican, Nightlife, Bars, METADATA;198 Orchard St (between Stanton St & Houston St) New York, NY 10002 Neighborhood: Lower East Side;Tue-Thu 12 pm - 12 am Fri 12 pm - 2 am Sat 11 am - 2 am Sun 11 am - 12 am;No;Yes;Street;Casual;Yes;$;No;No;Yes;Yes;No;No;Lunch, Dinner;Full Bar;Average;Casual;Yes;No;;;(212) 677-3910;25
kYvB1_fO2tE8e5GWv-anbA;Jakes Saloon;Jakes Saloon - Hell's Kitchen - New York, NY;31;2,5;Nightlife, Bars, Pubs, METADATA;875 10th Ave (between 57th St & 58th St) New York, NY 10019 Neighborhoods: Hell's Kitchen, Midtown West;;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Very Loud;Casual;Yes;;Yes;;(212) 333-3100;5
yKUcwLbkZUws1J0bOp_Gzw;Belmont Lounge;Belmont Lounge - Union Square - New York, NY;119;3;Nightlife, Bars, Lounges, METADATA;117 E 15th St (between E Union Sq & Irving Pl) New York, NY 10003 Neighborhoods: Union Square, Gramercy, Flatiron;Mon-Tue 4 pm - 2 am Wed-Sun 4 pm - 4 am;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Average;Casual;Yes;;No;http://www.belmontloungenyc.com;(212) 533-0009;22
6qFNdq6JKj_dLUbVtLygow;Park Bar;Park Bar - Union Square - New York, NY;92;3,5;Nightlife, Bars, METADATA;15 E 15th St (between 5th Ave & W Union Sq) New York, NY 10003 Neighborhoods: Union Square, Flatiron;Mon-Sun 3 pm - 4 am;;Yes;Street;;No;$$;;;;;No;;;Full Bar;Average;Casual, Intimate;No;;Yes;;(212) 367-9085;7
90vjVfZEnwsxf4zNIib_og;D'Or;D'Or - Midtown West - New York, NY;40;3;Nightlife, Bars, Lounges, METADATA;204 W 55th St (between 7th Ave & Broadway) New York, NY 10019 Neighborhoods: Midtown West, Theater District;;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;;;;;No;;(212) 245-7715;6
GwkyRCv3SmdkfDA_sdE6kg;Bar Centrale;Bar Centrale - Hell's Kitchen - New York, NY;62;3,5;Nightlife, Bars, METADATA;324 W 46th St (between 8th Ave & 9th Ave) New York, NY 10036 Neighborhoods: Hell's Kitchen, Midtown West, Theater District;;;Yes;Street;;No;$$$;;;;;No;;;Full Bar;Quiet;Classy, Intimate;No;;No;http://www.barcentralenyc.com/youf…;(212) 581-3130;5
JQDrZWx1hcsk0OyN7agtHw;Kion Dining Lounge;Kion Dining Lounge - CLOSED - East Village - New York, NY;49;3;Restaurants, Latin American, Asian Fusion, Nightlife, Bars, Lounges, METADATA;509 E 6th St (between Avenue A & Avenue B) New York, NY 10009 Neighborhoods: East Village, Alphabet City;;No;Yes;Street;Casual;Yes;$$$;Yes;Yes;Yes;Yes;No;;Dinner;Full Bar;;;;;;http://www.kionlounge.com;(212) 529-5200;5
cDaDAXxu_h9ic2HAKKb5gQ;Two E Bar/Lounge;Two E Bar/Lounge - Upper East Side - New York, NY;9;4;Nightlife, Bars, Lounges, METADATA;2 E 61st St New York, NY 10065 Neighborhood: Upper East Side;Mon-Sun 7 am - 10:30 am Mon-Sun 11:30 am - 1 am;;Yes;;;No;$$$;;;;;No;;;Full Bar;Quiet;;No;;Yes;http://www.twoeny.com;(212) 940-8113;3
J8UMXWNYrn7_D0KXZN1Hrg;Pierre Loti Wine Bar;Pierre Loti Wine Bar - Union Square - New York, NY;108;4;Nightlife, Bars, Wine Bars, Restaurants, Tapas Bars, METADATA;53 Irving Pl (between 17th St & 18th St) New York, NY 10003 Neighborhoods: Union Square, Gramercy, Flatiron;Mon-Thu 4 pm - 2 am Fri 4 pm - 4 am Sat 3 pm - 4 am Sun 3 pm - 12 am;No;Yes;Street;Casual;Yes;$$;Yes;;;Yes;Yes;;Late Night;Full Bar;Average;Romantic;No;Yes;No;http://www.pierrelotiwinebar.com;(212) 777-5684;13
3buS71YuT8Uv7rJcvXnmlQ;Van Diemen's Café & Bar;Van Diemen's Café & Bar - Kips Bay - New York, NY;77;3;Restaurants, American (New), Nightlife, Bars, Pubs, METADATA;383 3rd Ave (between 27th St & 28th St) New York, NY 10016 Neighborhood: Kips Bay;Mon-Sat 11 am - 4 am Sun 11 am - 2 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;;Late Night;Full Bar;Loud;;Yes;No;Yes;http://www.vandiemensnyc.com;(212) 532-1123;39
bYD_CcH9a87SmCnr_scKzQ;Toshi's Living Room;Toshi's Living Room - Flatiron - New York, NY;23;3,5;Nightlife, Bars, Lounges, Arts & Entertainment, Music Venues, METADATA;1141 Broadway (between 26th St & 27th St) New York, NY 10001 Neighborhood: Flatiron;Mon-Wed 8 am - 1 am Thu-Sat 8 am - 2 am Sun 8 am - 11 pm;;Yes;Street;;Yes;$$$;;;;;Yes;;;Full Bar;Loud;Trendy;No;;Yes;http://toshislivingroom.com/;(212) 839-8000;1
vONEtXrdXWlgJrspT29vFg;Bull's Head Tavern;Bull's Head Tavern - Gramercy - New York, NY;54;3;Nightlife, Bars, Restaurants, American (Traditional), METADATA;295 3rd Ave (between 22nd St & 23rd St) New York, NY 10010 Neighborhood: Gramercy;;No;Yes;Street;Casual;Yes;$;No;No;No;Yes;No;;Late Night;Full Bar;Average;;Yes;No;No;http://www.bullsheadtavern.com/;(212) 685-2589;4
B-LNi9zPu_lKoEuF0JxoOw;Solex;Solex - CLOSED - East Village - New York, NY;32;3,5;Restaurants, French, Nightlife, Bars, Wine Bars, METADATA;103 1st Ave (between 6th St & 7th St) New York, NY 10003 Neighborhood: East Village;;No;Yes;Street;Casual;Yes;$$;Yes;No;No;Yes;No;;Late Night;Full Bar;;;;;No;http://www.solexnyc.com;(212) 777-6677;1
31NCxHiCWc7IJxPQ_hFcpw;Xunta Tapas Bar;Xunta Tapas Bar - CLOSED - East Village - New York, NY;64;3,5;Restaurants, Tapas Bars, Nightlife, Bars, Pubs, METADATA;174 1st Ave (between 10th St & 11th St) New York, NY 10009 Neighborhood: East Village;;No;Yes;Street;Casual;Yes;$$;Yes;Yes;No;Yes;No;;Dinner;Full Bar;;;;;No;http://www.xuntatapasbar.com;(212) 614-0620;7
D9JTWqUEA3IXuaeFRMZKUw;Babel Lounge & Hookah Bar;Babel Lounge & Hookah Bar - East Village - New York, NY;42;3,5;Nightlife, Bars, Lounges, Hookah Bars, METADATA;131 Ave C New York, NY 10009 Neighborhoods: East Village, Alphabet City;Thu-Sat 9 pm - 4 am;;Yes;Street;;Yes;$$$;;;;;No;;;Full Bar;Average;Trendy;No;;No;http://www.babelnyc.com;(212) 505-3468;17
ntK04tubJoFjhxhh92FTvw;Blarney Stone;Blarney Stone - Midtown East - New York, NY;95;3,5;Nightlife, Bars, Pubs, Restaurants, Burgers, METADATA;710 3rd Ave (between 44th St & 45th St) New York, NY 10017 Neighborhood: Midtown East;;No;Yes;Street;Casual;Yes;$;No;No;Yes;No;No;No;Late Night, Lunch;Full Bar;Average;Divey;Yes;No;No;;(212) 490-0457;9
RPkW90Xx77JGSriTbBnwcQ;Bar 13;Bar 13 - Greenwich Village - New York, NY;224;2,5;Nightlife, Bars, Lounges, Dance Clubs, METADATA;35 E 13th St (between 5th Ave & Broadway) New York, NY 10003 Neighborhoods: Greenwich Village, Union Square;Mon 5 pm - 11 pm Tue-Sat 5 pm - 4 am Sun 9 pm - 4 am;;Yes;Street;;Yes;$$;;;;;Yes;;;Full Bar;Very Loud;Hipster, Trendy, Casual;No;;No;http://www.bar13.com;(212) 979-6677;25
lh6OlRDCEg_z1oeTPohWlg;mad46;mad46 - Midtown East - New York, NY;61;2,5;Nightlife, Bars, Lounges, METADATA;Roosevelt Hotel Rooftop 45 E 45th St New York, NY 10017 Neighborhood: Midtown East;;;Yes;Street;;Yes;$$$;;;;;Yes;;;Full Bar;Loud;Upscale;No;;Yes;http://www.mad46.com/;(212) 661-9600;9
CF4-nuTzsuBTg1Hxc2AcMg;Desmonds Tavern;Desmonds Tavern - Midtown East - New York, NY;57;3;Nightlife, Bars, Pubs, METADATA;433 Park Ave S (between 29th St & 30th St) New York, NY 10016 Neighborhoods: Midtown East, Flatiron;Mon-Sat 11 am - 4 am;;Yes;Street;;Yes;$;;;;;No;;;Full Bar;Average;Divey;Yes;;;http://www.desmondstavernnyc.com;(212) 684-9472;7
oucUhaQjSEeJb2F3rVRR_Q;Antique Garage;Antique Garage - SoHo - New York, NY;115;3,5;Nightlife, Bars, Lounges, Restaurants, Mediterranean, METADATA;41 Mercer St (between Broome St & Grand St) New York, NY 10013 Neighborhood: SoHo;;No;Yes;Street;Casual;Yes;$$$;Yes;No;Yes;Yes;Yes;;Dinner;Full Bar;Very Loud;;No;No;Yes;http://www.antiquegaragesoho.com;(212) 219-1019;17
7uJBW357VM1x57vBbILrgQ;Clandestino;Clandestino - Chinatown - New York, NY;52;4;Nightlife, Bars, Wine Bars, METADATA;35 Canal St (between Division St & Rutgers St) New York, NY 10002 Neighborhoods: Chinatown, Lower East Side;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;;No;;No;http://www.clandestinonyc.com;(212) 475-5505;3
jtG2vc_qkBOwcaxFBYfYZA;Café Mocha;Café Mocha - East Village - New York, NY;131;3,5;Food, Coffee & Tea, Nightlife, Bars, Wine Bars, METADATA;116 2nd Ave (between 6th St & 7th St) New York, NY 10003 Neighborhood: East Village;Mon-Thu, Sun 7 am - 11 pm Fri-Sat 7 am - 1 am;;Yes;Street;;Yes;$;;;;;Yes;Free;;Beer & Wine Only;Quiet;Casual;Yes;;Yes;http://www.cafemochanyc.com;(212) 253-1046;13
cNgTg4BMTn86iI6pG36jmA;Quigleys NY Grill;Quigleys NY Grill - CLOSED - Stuyvesant Town - New York, NY;27;3,5;Restaurants, American (New), Nightlife, Bars, Sports Bars, METADATA;313 1st Ave (between W Stuyvesant Loop & 19th St) New York, NY 10003 Neighborhoods: Stuyvesant Town, Gramercy;;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;;Dinner;Full Bar;;;Yes;;Yes;;(212) 253-9440;3
wUm2Xmr1fJnchNOmZso4Yg;Shades of Green Pub & Restaurant;Shades of Green Pub & Restaurant - Gramercy - New York, NY;56;3;Nightlife, Bars, Pubs, Restaurants, Irish, METADATA;125 E 15th St (between 3rd Ave & Irving Pl) New York, NY 10003 Neighborhood: Gramercy;;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;No;;Late Night;Full Bar;Loud;;Yes;;Yes;http://www.shadesofgreenpub.com;(212) 674-1394;10
u3liUuRA2EGEV-Dehn4n-Q;Gabby O'Hara's;Gabby O'Hara's - Midtown West - New York, NY;22;3;Nightlife, Bars, Pubs, METADATA;123 W 39th St (between Avenue Of The Americas & Broadway) New York, NY 10018 Neighborhood: Midtown West;;;Yes;;;Yes;$$;;;;;No;;;Full Bar;Average;;Yes;;Yes;;(212) 278-8984;6
cieyX9eowksLehv1wvLGQA;The Half King Bar & Restaurant;The Half King Bar & Restaurant - Chelsea - New York, NY;222;3,5;Restaurants, American (Traditional), Nightlife, Bars, Pubs, METADATA;505-507 W 23rd St New York, NY 10011 Neighborhood: Chelsea;Mon-Fri 11 am - 4 am Sat-Sun 9 am - 4 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;No;Late Night, Lunch, Dinner;Full Bar;Average;Casual;Yes;No;Yes;http://www.thehalfking.com;(212) 462-4300;16
5ghrfSMoy3HKtPxwyV_F0g;The Half Pint;The Half Pint - Greenwich Village - New York, NY;164;3,5;Restaurants, Pizza, Nightlife, Bars, Pubs, Food, Beer, Wine & Spirits, METADATA;76 W 3rd St (between Laguardia Pl & Thompson St) New York, NY 10012 Neighborhood: Greenwich Village;Mon 12 pm - 2 am Tue-Fri 12 pm - 4 am Sat 10 am - 4 am Sun 10 am - 2 am;No;Yes;Street, Private Lot;Casual;Yes;$$;Yes;Yes;Yes;Yes;Yes;Free;Late Night;Full Bar;Average;Casual;Yes;;Yes;http://www.thehalfpintnyc.com;(212) 260-1088;19
lvbhH1AR8KCUCkNtLFAA7A;The Immigrant;The Immigrant - East Village - New York, NY;124;4,5;Nightlife, Bars, Wine Bars, METADATA;341 E 9th St (between 1st Ave & 2nd Ave) New York, NY 10003 Neighborhood: East Village;Mon-Wed, Sun 5 pm - 1 am Thu 5 pm - 2 am Fri-Sat 5 pm - 3 am;;Yes;Street;;No;$$;;;;;No;;;Beer & Wine Only;Quiet;Romantic, Intimate;No;;Yes;http://www.theimmigrantnyc.com;(212) 677-2545;11
pa1WMGPplTm3ZNvea3aC7w;Stitch Bar & Lounge;Stitch Bar & Lounge - Midtown West - New York, NY;109;3;Restaurants, American (Traditional), Nightlife, Bars, Lounges, METADATA;247 W 37th St (between 7th Ave & 8th Ave) New York, NY 10018 Neighborhood: Midtown West;Mon-Fri 11 am - 2 am Sat 5 pm - 4 am;No;Yes;Street;Casual;Yes;$$;Yes;No;No;Yes;No;No;Late Night;Full Bar;Loud;Casual;Yes;;Yes;http://www.stitchnyc.com;(212) 852-4826;19
IBgjj5VBu5JJvKgo9EzKrg;The Three Monkeys;The Three Monkeys - Midtown West - New York, NY;119;4;Nightlife, Bars, Restaurants, American (Traditional), Gastropubs, METADATA;236 W 54th St (between Broadway & 8th Ave) New York, NY 10019 Neighborhoods: Midtown West, Theater District;Mon-Sun 11 am - 4 am;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;Yes;Free;Late Night;Full Bar;Average;Casual;Yes;Yes;Yes;http://www.thethreemonkeysbar.com;(212) 586-2080;37
obCkTDKbKPwMoisXvG3-6Q;St. Dymphna's;St. Dymphna's - East Village - New York, NY;109;4;Restaurants, Nightlife, Bars, Pubs, METADATA;118 St. Marks Pl (between 1st Ave & Avenue A) New York, NY 10009 Neighborhoods: East Village, Alphabet City;;No;Yes;Street;Casual;Yes;$$;No;No;Yes;Yes;Yes;;;Full Bar;Loud;;Yes;;Yes;;(212) 254-6636;8
xprzjm5svSSUCZOnaUbQDQ;Jimmy's Corner;Jimmy's Corner - Midtown West - New York, NY;160;4;Nightlife, Bars, Pubs, Sports Bars, Dive Bars, METADATA;140 W 44th St (between Broadway & 7th Ave) New York, NY 10036 Neighborhoods: Midtown West, Theater District;;;Yes;Street;;No;$;;;;;No;;;Full Bar;Loud;Divey;Yes;;No;;(212) 221-9510;24
aXqWodc1_xzr-LWg9cZSyg;International Bar;International Bar - East Village - New York, NY;147;4;Nightlife, Bars, Dive Bars, METADATA;120 1/2 1st Ave New York, NY 10009 Neighborhood: East Village;Mon-Sat 8 am - 4 am Sun 12 pm - 4 am;;Yes;Street;;Yes;$;;;;;Yes;;;Full Bar;Loud;Divey;No;;;http://www.InternationalBarNYC.com;(212) 777-1643;8
mN7ZH9GNZjxEiuOu8Qownw;Bourbon Street;Bourbon Street - Upper West Side - New York, NY;101;3;Nightlife, Bars, Sports Bars, METADATA;407 Amsterdam Ave (between 79th St & 80th St) New York, NY 10024 Neighborhood: Upper West Side;Mon-Fri 3 pm - 4 am Sat-Sun 12 pm - 4 am;;Yes;Street;;Yes;$;;;;;;;;;Loud;Divey, Casual;Yes;;;http://www.bourbonstreetnyc.com;(212) 721-1332;11
RzjsGjksxufaNpnvxes93A;151;151 - Lower East Side - New York, NY;76;3,5;Nightlife, Bars, METADATA;151 Rivington St (between Suffolk St & Clinton St) New York, NY 10002 Neighborhood: Lower East Side;Mon-Thu 6 pm - 4 am Fri-Sun 7 pm - 4 am;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Average;;No;;No;;(212) 228-4139;7
5rJ_HcjVt4Z2YhLGCQcRWg;The Dugout;The Dugout - CLOSED - West Village - New York, NY;4;4,5;Nightlife, Bars, Gay Bars, METADATA;185 Christopher St (between Washington St & Weehawken St) New York, NY 10014 Neighborhood: West Village;;;;;;Yes;$;;;;;No;;;Full Bar;;;;;;http://www.thedugoutny.net/;(212) 242-9113;1
PZ0UmKTOV7R015DWkFnFNQ;GYM Sports Bar;GYM Sports Bar - Chelsea - New York, NY;59;3;Nightlife, Bars, Gay Bars, METADATA;167 8th Ave (between 18th St & 19th St) New York, NY 10011 Neighborhood: Chelsea;;;Yes;Street;;Yes;$$;;;;;No;;;Full Bar;Loud;Casual;Yes;;Yes;http://www.gymsportsbar.com;(212) 337-2439;11
c1kKAH9XMPNeaBhvnIP0FQ;Trinity Place Bar and Restaurant;Trinity Place Bar and Restaurant - Financial District - New York, NY;97;3,5;Nightlife, Bars, Restaurants, American (New), METADATA;115 Broadway (between Pine St & Thames St) New York, NY 10006 Neighborhood: Financial District;;No;Yes;Street;Casual;Yes;$$;Yes;No;;Yes;No;;Dinner;Full Bar;Quiet;Classy;Yes;;Yes;http://www.trinityplacenyc.com;(212) 964-0939;3
YfLsuZeflD9ubkHSNzU-Aw;Divine Bar;Divine Bar - CLOSED - Midtown West - New York, NY;58;3,5;Nightlife, Bars, Wine Bars, Restaurants, Tapas Bars, Lounges, METADATA;236 W 54th St (between 8th Ave & Broadway) New York, NY 10019 Neighborhoods: Midtown West, Theater District;;No;Yes;Street;Casual;Yes;$$;Yes;No;;Yes;Yes;;Late Night, Dinner;Full Bar;;;;;No;;(212) 265-9463;5
cZb_PBOJzaG-xA7-ZFexvQ;Billymark's West;Billymark's West - Chelsea - New York, NY;58;4;Nightlife, Bars, Dive Bars, METADATA;332 9th Ave (between 30th St & 29th St) New York, NY 10001 Neighborhoods: Chelsea, Midtown West;;;No;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Divey;Yes;;Yes;http://www.billymarkswest.com/;(212) 629-0118;17
A_MhcSTcSBiGfvpfYmW53A;Suspenders Bar & Restaurant;Suspenders Bar & Restaurant - Financial District - New York, NY;52;3,5;Nightlife, Bars, Restaurants, American (Traditional), METADATA;111 Broadway (between Pine St & Thames St) New York, NY 10006 Neighborhood: Financial District;;No;Yes;Street;Casual;Yes;$$;Yes;No;Yes;Yes;No;No;Lunch, Dinner;Full Bar;Average;Casual;Yes;Yes;No;http://www.suspendersbar.com;(212) 732-5005;6
ff9ZYWbWVBU6GL9fW3PPiw;Doc Holliday's;Doc Holliday's - East Village - New York, NY;143;4;Nightlife, Bars, Restaurants, American (New), METADATA;141 Ave A New York, NY 10009 Neighborhoods: East Village, Alphabet City;Mon-Sun 12 pm - 4 am;No;Yes;Street;Casual;Yes;$;No;No;No;No;No;No;Late Night;Full Bar;Loud;;Yes;No;Yes;;(212) 979-0312;11
8_xrOlewOeXMtZbgQL3UTA;The Patriot Saloon;The Patriot Saloon - TriBeCa - New York, NY;170;3,5;Nightlife, Bars, Dive Bars, METADATA;110 Chambers St (between Church St & Broadway) New York, NY 10007 Neighborhood: TriBeCa;Mon-Sun 11:30 am - 4 am;;No;Street;;Yes;$;;;;;No;;;Full Bar;Loud;Divey;Yes;;No;;(212) 748-1162;12
bpOgimL_paWkF1AusXE8cA;The View Restaurant & Lounge;The View Restaurant & Lounge - Midtown West - New York, NY;225;3;Restaurants, American (Traditional), Nightlife, Bars, Lounges, METADATA;1535 Broadway (between 45th St & 7th Ave) New York, NY 10036 Neighborhoods: Midtown West, Theater District;Mon-Tue, Thu 5 pm - 12 am Wed 4 pm - 12 am Fri 5 pm - 1:30 am Sat 4 pm - 1:30 am;No;Yes;Garage, Valet;Dressy;Yes;$$$$;Yes;No;No;Yes;No;No;Late Night, Dinner;Full Bar;Average;Romantic;No;No;Yes;http://www.TheViewNYC.com;(212) 704-8880;54
